0	1
1	0
1	3
3	1
3	2
2	4
4	3
3	5
5	4
5	6
6	636
6	311
6	58
6	89
6	891
6	873
7	406
7	634
7	318
7	999
7	278
7	329
7	49
7	899
7	695
8	218
8	485
8	910
8	464
8	781
8	962
8	146
9	230
10	271
12	782
12	216
12	161
12	185
13	107
13	624
13	808
13	538
13	249
13	253
14	672
14	381
15	267
15	892
15	601
15	266
15	331
15	474
16	920
16	229
16	167
16	855
16	348
16	911
17	661
17	731
17	679
17	359
17	207
17	536
17	783
17	117
17	144
18	791
18	71
18	938
19	236
19	656
19	232
19	108
19	581
19	457
20	337
20	540
20	5
20	715
20	951
20	180
20	296
20	931
22	758
22	712
22	831
22	877
22	518
22	573
22	872
22	465
23	905
23	150
23	748
23	215
23	474
23	260
23	536
23	922
24	572
24	935
24	747
24	767
24	453
24	132
25	191
25	674
25	644
26	355
26	486
27	127
28	33
28	358
28	107
28	802
28	718
30	643
30	735
30	552
31	589
31	324
31	531
31	454
31	415
31	257
32	359
32	82
32	60
32	991
32	259
32	698
33	326
33	899
33	228
33	209
33	489
34	964
34	621
34	638
34	441
35	428
35	120
35	965
35	490
35	574
35	104
35	31
35	901
35	438
36	866
36	142
36	189
36	840
36	98
36	874
36	826
38	41
38	99
38	409
38	248
38	391
39	132
40	246
40	133
40	729
40	968
41	90
41	551
41	986
41	137
41	646
41	868
42	956
42	959
42	357
42	260
42	819
43	757
43	38
43	368
43	391
44	138
44	576
44	121
44	399
44	803
46	574
46	307
46	442
46	669
46	785
46	768
46	708
46	765
47	52
48	853
48	960
48	227
48	957
48	537
48	559
50	148
50	428
50	931
50	425
50	94
50	65
50	854
51	590
51	392
51	565
51	691
51	748
52	265
52	72
52	561
52	65
52	286
52	173
52	589
52	551
52	54
53	705
53	400
54	430
54	317
54	181
54	39
54	561
55	61
55	871
55	442
56	882
56	347
56	604
56	931
56	180
56	117
57	615
57	360
57	889
58	694
58	154
58	395
58	471
58	272
58	909
58	152
58	596
59	652
59	720
59	693
60	423
60	270
60	408
60	353
60	3
61	687
61	96
61	822
62	679
62	717
62	682
62	242
63	434
63	681
63	664
63	344
64	629
64	735
64	162
64	786
64	567
65	407
65	908
66	68
66	990
67	653
69	909
69	708
69	19
69	611
69	985
70	789
70	871
71	716
71	753
71	590
71	667
71	743
71	162
71	692
72	376
72	182
72	920
72	687
72	107
72	622
72	785
72	715
72	967
73	822
73	754
73	439
73	517
73	63
73	628
73	734
74	725
74	662
74	52
74	358
75	839
75	864
75	437
77	698
77	740
77	165
77	111
77	376
77	2
77	785
77	471
78	819
79	85
79	234
79	896
79	18
79	423
79	967
79	117
79	284
80	690
81	932
81	244
81	436
81	30
81	935
81	17
81	873
81	81
81	823
82	552
82	971
82	16
82	227
82	613
82	710
83	437
83	732
83	592
84	915
84	697
84	639
84	428
85	340
86	871
86	746
86	153
86	871
86	123
86	736
86	807
86	920
87	346
87	66
87	767
87	597
87	51
87	995
88	533
89	879
89	790
90	257
90	739
90	846
90	465
90	97
90	466
90	17
90	547
91	601
91	779
91	677
91	987
91	209
91	77
91	516
92	847
92	280
92	419
92	693
92	34
92	31
93	964
93	995
93	443
94	564
94	106
94	165
94	276
94	549
94	76
94	614
94	6
94	306
95	26
95	269
95	790
95	372
96	744
96	287
96	90
96	610
96	842
96	918
96	615
96	852
97	599
97	371
97	116
97	222
98	475
98	501
98	102
98	23
98	97
98	982
98	689
99	503
99	127
99	910
99	595
101	274
101	821
103	320
103	155
103	286
103	83
103	874
103	385
104	0
104	949
104	254
104	751
104	676
104	178
105	391
105	297
105	830
105	904
105	924
105	246
105	692
105	390
105	188
106	784
106	962
106	699
107	847
107	404
108	593
108	589
108	742
108	796
108	66
109	391
109	626
109	716
109	422
112	685
112	826
112	948
112	950
113	772
113	379
114	896
114	763
114	935
115	967
115	978
115	299
115	911
115	685
115	354
115	152
115	544
115	676
116	86
117	164
117	324
117	876
117	438
118	207
118	823
119	357
119	753
119	623
119	957
119	14
120	42
120	75
120	25
120	207
120	696
120	825
120	806
121	99
121	443
121	92
121	715
121	30
121	68
121	944
121	488
122	527
122	740
122	511
122	785
122	880
122	896
122	941
124	939
124	340
124	572
124	213
124	355
124	342
125	936
125	312
125	77
125	519
125	468
125	461
125	260
125	630
126	224
126	432
127	563
127	176
127	755
128	868
128	994
128	96
128	217
128	502
128	963
129	178
131	7
132	466
132	293
132	885
132	88
132	750
132	818
132	94
132	756
133	969
133	290
133	65
133	479
133	881
133	487
133	655
133	464
134	528
134	512
134	184
134	688
134	704
135	258
135	124
136	973
136	149
136	898
137	352
137	454
137	374
137	163
139	343
139	596
139	744
141	784
141	898
141	703
141	30
141	737
141	620
141	475
141	506
141	714
142	587
142	494
142	701
142	777
143	666
143	829
143	625
143	423
143	120
144	967
144	533
144	937
144	611
144	104
144	717
145	317
145	120
145	998
145	783
146	184
146	904
146	805
146	515
147	387
147	773
148	643
148	184
148	946
148	764
149	672
149	386
149	416
149	672
149	514
149	971
149	321
149	962
149	393
150	365
150	766
150	419
150	633
150	903
150	992
150	189
150	594
151	804
151	64
151	517
151	872
152	150
152	600
152	238
152	650
152	621
152	962
152	783
153	173
153	651
153	431
153	331
153	66
154	605
154	27
154	462
154	467
154	790
154	88
155	749
155	809
155	753
155	870
156	453
156	590
156	456
156	960
156	895
157	513
158	521
158	913
158	733
158	671
158	340
158	430
160	593
160	767
160	201
160	571
160	925
160	544
160	988
161	341
161	597
161	727
161	784
162	400
162	791
162	484
163	115
163	509
163	192
163	130
163	212
163	756
163	276
164	432
164	123
164	692
164	294
164	791
164	126
164	359
164	55
165	156
165	41
165	552
165	298
165	580
165	908
166	993
166	619
166	297
166	428
166	728
166	291
167	122
168	891
168	225
169	840
169	648
169	380
169	11
169	925
169	754
169	492
169	421
169	296
170	549
171	367
171	729
171	680
171	244
172	932
172	480
172	535
172	600
172	590
172	136
172	593
173	848
173	88
173	141
173	2
174	45
174	899
174	900
174	437
174	214
176	30
176	626
176	544
176	87
176	487
176	306
176	824
178	60
178	999
178	610
178	876
178	372
178	316
178	410
178	690
179	249
179	511
179	787
180	77
180	666
180	351
180	419
180	726
181	650
182	929
182	514
182	667
182	468
182	719
183	936
183	447
183	112
184	311
184	523
185	787
185	89
185	531
185	126
185	197
185	728
186	210
186	116
186	965
186	501
187	477
187	548
187	877
187	736
187	67
187	579
187	701
187	419
187	256
188	484
189	407
189	653
189	10
189	473
189	242
189	208
189	965
189	199
189	263
190	290
190	577
190	820
190	293
190	528
190	394
190	160
190	359
190	813
191	165
191	480
191	242
191	756
191	58
192	45
192	704
192	610
192	104
192	375
192	656
192	604
193	718
193	543
193	717
193	15
193	968
194	999
194	302
194	724
194	555
194	258
194	300
194	915
194	774
194	51
195	258
195	897
195	317
196	777
196	926
196	411
196	253
196	415
196	530
196	163
196	260
196	589
197	546
198	972
198	231
198	574
198	985
198	676
198	145
199	905
199	549
199	862
200	686
200	498
200	757
200	795
200	270
200	653
200	302
201	478
201	338
201	669
201	810
201	791
201	132
201	463
201	600
202	743
202	738
202	713
202	565
204	328
204	683
204	200
204	65
204	630
204	112
205	411
205	385
205	914
205	170
205	725
206	657
206	735
206	892
206	607
206	286
206	312
206	67
207	303
207	421
208	853
208	212
208	545
208	954
208	162
208	811
208	149
209	676
210	429
210	111
210	70
210	587
210	672
210	733
210	972
210	927
211	895
211	621
212	708
212	942
212	701
212	850
213	426
214	941
214	329
216	417
216	212
217	567
217	551
217	249
217	574
218	979
218	48
218	881
218	227
218	623
218	822
218	20
219	578
219	95
219	367
219	19
219	526
219	161
220	504
220	602
220	252
220	311
221	723
221	937
221	735
221	544
221	404
221	849
222	375
222	253
222	166
222	421
222	677
222	710
223	642
224	826
224	715
224	78
226	811
227	846
227	961
227	5
227	735
227	256
227	766
228	964
228	298
228	938
228	894
228	41
228	41
228	313
228	337
228	823
229	169
229	644
229	360
229	411
229	674
229	690
229	309
230	519
230	88
230	677
231	174
231	282
231	568
231	911
231	262
231	888
231	582
231	398
232	397
233	339
233	202
233	122
233	739
233	815
233	88
234	44
234	489
234	891
234	304
234	859
234	466
235	263
235	171
235	271
235	696
236	737
236	677
236	236
238	656
239	130
239	779
239	424
240	424
240	660
240	772
240	35
240	20
240	209
240	552
241	493
241	308
241	918
241	43
241	188
241	995
241	870
241	423
241	102
242	998
242	716
242	311
242	701
243	659
243	931
243	103
243	125
243	997
243	83
243	490
244	820
244	620
244	735
244	466
244	643
244	87
244	430
244	430
244	54
245	320
245	203
245	31
245	818
245	634
245	48
247	232
247	223
248	780
248	707
248	442
248	723
248	885
248	112
249	917
251	868
251	2
251	349
251	98
251	422
252	529
252	226
252	336
252	672
254	97
254	991
254	497
254	743
254	841
254	296
254	55
254	44
254	742
255	267
255	288
255	39
255	913
255	292
255	743
255	758
255	974
256	513
256	970
256	65
257	200
257	681
257	719
257	212
258	551
258	28
258	896
258	550
258	639
259	610
259	450
259	225
259	142
259	270
259	808
259	862
259	39
260	17
260	735
260	60
260	58
260	509
260	160
260	785
260	468
261	346
261	517
261	974
263	296
263	62
263	121
263	84
263	459
264	714
264	953
264	716
264	649
265	302
265	841
266	615
266	704
266	516
266	650
266	930
267	434
267	465
268	661
268	702
268	434
268	765
268	560
268	535
269	122
269	862
270	911
270	928
270	80
270	148
270	724
271	547
271	97
271	64
271	19
272	855
272	206
272	319
272	267
273	656
273	829
273	866
273	43
273	778
273	105
273	831
273	441
274	381
274	25
274	726
274	153
275	512
275	527
275	340
275	724
276	589
276	535
276	555
276	792
276	248
276	382
276	155
276	369
276	446
277	805
277	495
278	498
279	878
279	374
279	255
279	818
279	800
279	805
279	97
280	688
280	342
280	376
280	821
280	944
280	647
281	884
281	515
281	482
281	388
281	678
282	101
282	37
282	617
283	623
283	736
283	385
283	232
283	655
283	885
284	228
284	445
284	538
284	138
284	271
284	522
284	924
284	125
284	492
285	867
285	450
285	871
285	561
285	211
285	722
285	939
285	324
286	13
286	726
287	390
287	777
287	336
287	638
287	157
287	177
287	68
287	711
288	32
288	456
288	466
288	592
289	108
289	368
289	612
289	992
290	263
290	186
290	420
290	234
290	587
291	99
291	411
291	13
291	446
291	907
291	365
291	872
292	408
294	801
294	633
294	364
294	747
294	56
294	780
294	490
295	993
295	405
