5	13
7	9
7	6
11	14
1	25
17	3
15	4
13	25
22	28
11	5
26	29
25	23
28	20
14	2
21	0
2	20
20	12
10	13
17	29
11	5
15	23
3	18
5	27
1	6
0	17
3	18
16	8
3	15
13	9
15	2
12	15
29	3
12	1
9	20
28	15
17	23
9	3
6	3
10	25
4	20
5	10
15	14
24	1
8	14
10	8
19	2
16	5
27	18
13	5
10	10
13	5
16	20
7	11
20	11
7	23
23	9
11	12
28	17
8	8
19	2
3	12
24	26
9	17
20	6
19	1
6	6
26	26
14	12
9	7
13	19
0	24
17	20
9	29
12	1
28	24
9	9
8	0
9	29
11	20
1	21
3	14
8	6
19	7
14	2
13	20
25	21
5	0
8	19
7	4
24	0
26	14
0	13
10	5
15	29
22	9
6	22
2	29
14	8
9	22
26	21
20	3
18	7
27	28
15	14
26	11
9	8
16	19
11	10
15	23
19	24
5	22
20	29
8	5
21	22
6	20
17	27
23	1
10	5
25	14
26	27
26	12
21	27
25	4
1	7
1	3
15	22
7	0
10	14
7	18
24	20
5	1
16	25
12	27
1	25
15	8
24	4
29	11
13	23
20	19
2	24
13	2
3	10
2	3
18	7
14	25
11	9
12	23
25	13
11	23
19	24
25	4
2	15
20	22
7	26
18	5
11	13
18	29
20	6
2	6
27	1
19	21
29	8
23	15
7	17
12	7
20	29
13	6
8	2
17	14
16	6
6	12
4	22
4	29
11	9
26	1
23	14
2	9
11	17
9	14
13	23
4	6
1	12
3	11
13	12
6	16
29	28
12	21
24	21
29	13
12	21
8	7
27	13
15	21
25	5
0	26
28	9
12	2
13	18
5	1
1	19
